1	FB1104	FB1105	FB1106	FB1107	FB1100	FB1101	FB1102	FB1103	10630320	FB1108	FB1109	FB1225	FB1224	FB1227	FB1226	FB1221	FB1220	FB1223	FB1222	10630370	10630371	FB1229	FB1228	FB1086	FB0509	FB0521	10630384	FB0523	10630386	FB0525	FB0524	10630383	FB0526	FB0529	FB0528	FB1150	10630388	FB1057	FB1113	FB1112	FB1111	FB1110	FB1117	FB1116	FB1115	FB1114	FB1119	FB1118	FB1210	FB1211	FB1212	FB1213	FB1214	FB1215	FB1216	FB1217	FB1218	FB1219	FB1058	10630379	JH5008	FB0518	FB0519	FB0514	FB0515	FB0516	FB0517	FB0510	FB0511	FB0512	FB0513	FB1209	FB1208	FB1207	FB1206	FB1205	FB1204	FB1203	FB1202	FB1201	10630351	10630335	10630375	FB1052	FB1053	3	FB0508	FB1056	FB1051	FB1054	FB1055	FB0503	FB0502	FB0501	FB1059	FB0507	FB0506	FB0505	FB0504	10630344	FB1236	FB1237	FB1049	10630294	FB1140	FB1141	FB1142	FB1143	FB1144	FB1145	FB1146	FB1147	FB1148	FB1149	FB0520	FB1079	2	FB1078	FB1238	FB1074	FB1075	FB1076	FB1239	FB1070	FB1071	FB1072	FB1073	FB0522	FB1250	FB0527	FB1096	FB1097	FB1094	FB1095	FB1092	FB1093	FB1090	FB1091	FB1098	FB1099	FB1077	16	FB1128	FB1069	FB1068	FB1063	FB1062	FB1061	FB1060	FB1067	FB1066	FB1065	FB1064	FB1243	FB1242	FB1241	FB1240	FB1247	FB1246	FB1245	FB1244	10630312	10630314	FB1085	FB1084	FB1087	FB1129	FB1081	FB1080	FB1083	FB1082	FB1122	FB1123	FB1120	FB1121	FB1126	FB1088	FB1124	FB1125	FB1089	FB1127	FB0540	FB1139	FB1138	FB1234	FB1235	FB1232	FB1233	FB1230	FB1231	FB1131	FB1130	FB1133	FB1132	FB1135	FB1134	FB1137	FB1136	10630369	FB0532	FB0533	FB0530	FB0531	FB0536	FB0537	FB0534	FB0535	FB0538	FB0539	10630322
10630344	0.256942175	0.270944699	0.261447767	0.23611812	0.227533188	0.227140733	0.258460108	0.225949245	0.216846987	0.262307116	0.266524114	0.151005236	0.202153419	0.178394688	0.177762182	0.162284523	0.212169935	0.200495358	0.189776258	0.250320481	0.227642833	0.121047493	0.211702405	0.099269637	0.263713099	0.162410954	0.246316578	0.211174934	0.315438582	0.215986001	0.221340243	0.211732514	0.259056597	0.181751457	0.089675552	0.214101425	0.205216093	0.169940202	0.209072014	0.259707987	0.253748604	0.246666349	0.208819741	0.230904428	0.219748458	0.234368667	0.247539647	0.268413018	0.224056682	0.224819963	0.17843451	0.215953016	0.143286923	0.203930861	0.191870221	0.181838585	0.225027656	0.217320967	0.209934626	0.258232186	0.120812197	0.260505026	0.242289828	0.123319226	0.211387051	0.218270158	0.117510907	0.235699616	0.202930954	0.197276676	0.246221789	0.21224171	0.240168442	0.231008461	0.118343235	0.164937821	0.249808343	0.162674605	0.126615614	0.184348904	0.233915847	0.23929985	0.259905386	0.210711223	0.226707302	0.226950131	0.247975884	0.192434335	0.241884775	0.175465644	0.245014308	0.255669234	0.215873438	0.254207616	0.21950961	0.251917406	0.249252489	0.2683208	0.263030805	1	0.257840486	0.255941415	0.254648716	0.206640967	0.186458034	0.254047055	0.211791993	0.192745909	0.223588638	0.197882612	0.22358607	0.187148979	0.188735942	0.163120434	0.179677446	0.147291665	0.178528044	0.14757561	0.229857888	0.202169436	0.265553883	0.205422707	0.246125325	0.191704685	0.225617252	0.149472452	0.213321626	0.155378717	0.242193062	0.236242967	0.185002313	0.252779939	0.233937922	0.230398268	0.244850056	0.229908849	0.254916327	0.24482797	0.267092991	0.222953127	0.240617515	0.197427695	0.173216317	0.166813188	0.208117308	0.247379751	0.178858333	0.199573639	0.175969111	0.203675766	0.195699325	0.191355675	0.202935707	0.261258761	0.229529212	0.258985202	0.264566347	0.243749086	0.220660279	0.090611593	0.212529542	0.106650399	0.217420911	0.222771595	0.225089305	0.240756463	0.198736121	0.174321311	0.221040785	0.189286748	0.224300622	0.257869333	0.206083911	0.16680291	0.265709703	0.229642965	0.233421959	0.209896892	0.199283202	0.230119252	0.240567707	0.27198908	0.210150185	0.214643549	0.233910515	0.214013382	0.172991343	0.262326266	0.217101459	0.193590341	0.216201219	0.216776555	0.202984278	0.234750379	0.197706553	0.175698268	0.183820469	0.129924629	0.233602183	0.249147942	0.252080881	0.241905206	0.250235807	0.181272777	0.177080343	0.240527098	0.242563616	0.180411221	0.253446959	0.244009304
FB1236	0.26606487	0.258715474	0.250423487	0.232880378	0.227846687	0.227601177	0.254093547	0.225809826	0.20336241	0.258533013	0.258289405	0.129606966	0.181705014	0.148568208	0.155095293	0.144757189	0.192944735	0.186850605	0.168359426	0.256096475	0.223891533	0.096900005	0.205741326	0.09266254	0.246565719	0.166343399	0.243110377	0.202970774	0.240283424	0.211347983	0.211591039	0.206957581	0.260797406	0.178231839	0.085688408	0.224189518	0.198851015	0.166873332	0.206227626	0.27813559	0.255755526	0.247758489	0.212661752	0.220217996	0.226064325	0.239225671	0.235455515	0.260856322	0.21316175	0.193713493	0.200966251	0.196269757	0.121257354	0.181051626	0.183370993	0.159709304	0.20337417	0.213745058	0.212864242	0.272208108	0.143794155	0.241618608	0.243367128	0.116022042	0.194479655	0.212605774	0.116218258	0.219490466	0.200331738	0.190236961	0.245564151	0.206553014	0.251716629	0.238102677	0.143268479	0.19539617	0.254046495	0.1762351	0.150868524	0.206958057	0.215567505	0.2255307	0.243187848	0.212206615	0.219474252	0.261247034	0.253450056	0.209676175	0.239032983	0.179377241	0.244292804	0.239963381	0.201385763	0.255208481	0.223030543	0.250772679	0.244156109	0.261152714	0.253469433	0.257840486	1	0.254299425	0.262524119	0.209696283	0.207069726	0.239552825	0.23856052	0.230309542	0.233022748	0.228203929	0.236355065	0.214076851	0.205136263	0.199568458	0.178691029	0.132167221	0.171668748	0.138643334	0.237173159	0.18836053	0.260491693	0.18966454	0.245939492	0.180244626	0.212472808	0.139354966	0.199904043	0.168210751	0.246675785	0.243311307	0.168433488	0.242323259	0.228481145	0.219089781	0.220979121	0.218740875	0.252571124	0.245940226	0.279973139	0.221555682	0.245018693	0.185760314	0.207519829	0.159433889	0.197655275	0.255710539	0.175999796	0.192486895	0.168522398	0.192235575	0.185547174	0.173494723	0.203454578	0.293159603	0.241867675	0.269833603	0.276108463	0.248214264	0.229571466	0.099082249	0.221235501	0.087665666	0.199107094	0.201207043	0.217372759	0.251859993	0.214944274	0.164854052	0.20478749	0.198839158	0.214894397	0.267947613	0.204228955	0.155524016	0.258687251	0.230946835	0.229931933	0.229914735	0.215857959	0.23585332	0.248785538	0.254146388	0.224983823	0.218713548	0.246202811	0.234729188	0.148990577	0.268152305	0.215313941	0.180654284	0.222879392	0.239322743	0.232003223	0.231547516	0.206425486	0.184337918	0.203775582	0.16868259	0.233070224	0.248932241	0.262195086	0.243950734	0.250477805	0.186305174	0.193576501	0.233625969	0.242491648	0.181641402	0.253805135	0.235329325
FB1237	0.270517609	0.260784396	0.266571421	0.234902366	0.229223162	0.223851477	0.249691122	0.228433896	0.207317333	0.276038569	0.257867047	0.14155873	0.188352881	0.166213142	0.159899346	0.153182504	0.193205814	0.206212791	0.178267417	0.248155827	0.222624083	0.108999389	0.189108777	0.09507337	0.257422818	0.170661295	0.244241775	0.205557815	0.2296587	0.23445148	0.216005336	0.208273778	0.249469841	0.174645521	0.093359433	0.229075945	0.196582366	0.172170675	0.212179667	0.301127119	0.252745475	0.241905129	0.215384801	0.231152106	0.224515162	0.240783765	0.23937918	0.270168444	0.222141386	0.213190686	0.167044659	0.204660353	0.113808049	0.180475372	0.179584562	0.169218385	0.205118721	0.218417186	0.202492072	0.243926	0.14979027	0.244755654	0.242549828	0.106629213	0.208955851	0.213065868	0.11665723	0.227750495	0.197320153	0.183789748	0.238487012	0.238081008	0.253562575	0.23287826	0.149508404	0.19555855	0.261302673	0.185613746	0.155383111	0.211369959	0.226330124	0.224787303	0.249414941	0.216252599	0.231392216	0.234014247	0.236737156	0.197096958	0.252614204	0.18548929	0.241185485	0.251494701	0.208086574	0.252634163	0.215652413	0.249356825	0.252269844	0.26235261	0.254910828	0.255941415	0.254299425	1	0.261419945	0.203688856	0.214095769	0.247496866	0.244758815	0.216560995	0.238126375	0.216223433	0.238915696	0.210669295	0.204533566	0.188173467	0.184255296	0.132012425	0.169721571	0.137952617	0.231471116	0.192986046	0.261248834	0.19118114	0.266881131	0.188562984	0.23666547	0.135650343	0.210326924	0.160553171	0.242664586	0.239798274	0.18552834	0.249954121	0.249917036	0.22652234	0.226537807	0.230945935	0.262577666	0.282901163	0.264425968	0.225335866	0.229913873	0.185144907	0.19546404	0.162216828	0.199225839	0.24497825	0.176417851	0.204484813	0.173371342	0.194898205	0.183091058	0.184265739	0.202764747	0.264253156	0.25391002	0.270024643	0.277102438	0.261409059	0.235614405	0.116605362	0.231809773	0.094630992	0.207567638	0.208046937	0.231666844	0.237494539	0.215506697	0.173030243	0.212686887	0.188504665	0.220082096	0.26275092	0.205064249	0.157735592	0.274112083	0.241769572	0.244591996	0.239099276	0.222837883	0.23059574	0.243225651	0.258534753	0.225243159	0.234631463	0.257471189	0.235873718	0.157475286	0.259314781	0.238169403	0.17967133	0.247911528	0.233086917	0.220055893	0.251930767	0.211744255	0.190109817	0.206055019	0.163156035	0.225717366	0.263242315	0.251635813	0.271561241	0.269887466	0.186631682	0.182297733	0.241828893	0.247875211	0.186976461	0.256107462	0.233203342
FB1049	0.25674499	0.268216795	0.251632037	0.229546348	0.228430464	0.211867439	0.244881905	0.22286373	0.20527319	0.267300068	0.253063158	0.127065102	0.181099022	0.1633832	0.147471956	0.156164422	0.205656839	0.191268743	0.175154071	0.250141202	0.226433505	0.089413162	0.187286963	0.120396573	0.254477851	0.188500974	0.248999582	0.210528867	0.232469076	0.223441626	0.221047425	0.203261858	0.269432424	0.19884105	0.129222461	0.2237197	0.200628071	0.183405833	0.207189973	0.256143823	0.259730301	0.23397626	0.204810294	0.227977653	0.209414811	0.228022395	0.238287579	0.272673595	0.214435803	0.208714522	0.160120348	0.196596387	0.115086671	0.196960896	0.168956797	0.165807264	0.202330335	0.198787011	0.231095825	0.247047374	0.156906534	0.243826202	0.23947111	0.131496633	0.206465866	0.214330075	0.1579665	0.219816703	0.212057102	0.199353651	0.244230915	0.214100885	0.250840509	0.229443588	0.143449912	0.179945918	0.272774579	0.199189158	0.142149862	0.194701292	0.227237796	0.227454798	0.243135236	0.216992279	0.229863659	0.250522058	0.251218134	0.186788097	0.247616036	0.178709738	0.232454643	0.249194521	0.205026135	0.260238142	0.230725662	0.242282892	0.240128846	0.262044891	0.256074796	0.254648716	0.262524119	0.261419945	1	0.213944203	0.196301919	0.242771776	0.229370897	0.201097032	0.244420192	0.250613602	0.23509155	0.217898548	0.202460905	0.177267754	0.199908281	0.149945677	0.182854025	0.155089273	0.221013691	0.199872793	0.254909298	0.207784043	0.254101151	0.196663208	0.218352797	0.153281424	0.208800494	0.172128296	0.25583078	0.231327417	0.169188592	0.246431673	0.230837784	0.215210261	0.220384669	0.221179598	0.255997795	0.244392067	0.275048987	0.277640542	0.243951154	0.189547936	0.192077065	0.165283602	0.194309565	0.248145692	0.185017386	0.209947869	0.177354797	0.198804133	0.183191395	0.170788546	0.203342926	0.266270434	0.234869104	0.253502092	0.271222895	0.251399971	0.234035494	0.136643803	0.221314126	0.114039267	0.205486707	0.206330811	0.221632876	0.243565099	0.212657177	0.178776093	0.213791522	0.189750748	0.21742246	0.261355678	0.233117572	0.154288609	0.267278858	0.234513147	0.229232311	0.226469126	0.204067857	0.239329902	0.237715617	0.251741958	0.221070028	0.222274722	0.240671439	0.226065439	0.141170192	0.267595539	0.201579784	0.179219343	0.232095372	0.220511191	0.225763848	0.240447528	0.220248184	0.199828461	0.20256141	0.155656427	0.230084892	0.249687898	0.251376497	0.252775422	0.257009391	0.196688707	0.177712515	0.239146337	0.251490299	0.194315343	0.244404363	0.24225725
10630294	0.203605464	0.212398175	0.207390529	0.182844293	0.18108988	0.168823954	0.195582664	0.176214364	0.169766576	0.214440126	0.208002403	0.116106422	0.154453018	0.141450336	0.135417876	0.176691202	0.191567695	0.159332811	0.138450164	0.212490776	0.21862566	0.080302173	0.168998453	0.181754475	0.210800913	0.178957191	0.202271851	0.172937775	0.197825591	0.19484111	0.175780804	0.181759839	0.208733386	0.197344655	0.1650235	0.16598645	0.18980645	0.164399946	0.1726176	0.206982985	0.204154215	0.19221127	0.171244017	0.174509861	0.159258397	0.190851624	0.180621979	0.222574399	0.181337962	0.159203185	0.159652434	0.160984519	0.099962361	0.146833585	0.14239687	0.141090879	0.169251039	0.170726098	0.204697448	0.209008602	0.095554523	0.205487578	0.192839404	0.173981369	0.201691773	0.193840429	0.18247795	0.182055739	0.211206401	0.216420138	0.202338365	0.212555891	0.192720798	0.177340499	0.089460015	0.12567783	0.21020543	0.14900774	0.089386722	0.14172849	0.196045644	0.21038068	0.229644906	0.169096131	0.178491024	0.214350935	0.202788524	0.142954846	0.194259363	0.132710301	0.191622296	0.203480079	0.206878854	0.207965057	0.171689052	0.20704189	0.201869961	0.215787643	0.215515059	0.206640967	0.209696283	0.203688856	0.213944203	1	0.137884359	0.188648095	0.167359306	0.147953966	0.18007766	0.160488663	0.171348748	0.13826151	0.143075747	0.119459628	0.205456953	0.193017303	0.219914943	0.205429338	0.167939663	0.18594137	0.217690791	0.18229665	0.199265063	0.197637495	0.19919958	0.17488416	0.19709537	0.139122698	0.202312165	0.189551247	0.132421445	0.200566178	0.176366182	0.175140866	0.180122644	0.181968151	0.213683743	0.194570654	0.230325061	0.197663459	0.22808441	0.177149376	0.135096262	0.19661878	0.16134214	0.209288416	0.154537417	0.174928372	0.164400299	0.178387174	0.154015107	0.150888134	0.175629532	0.208736069	0.189755393	0.205364263	0.216818625	0.19754149	0.172720917	0.155960523	0.174074975	0.18358562	0.166651148	0.191456794	0.200843945	0.215962974	0.151460036	0.158667429	0.195059036	0.19629759	0.190503414	0.216293794	0.18645026	0.120694186	0.211016361	0.19362634	0.181831191	0.172636424	0.152785976	0.181070912	0.188451994	0.20385122	0.178616333	0.163208627	0.186720271	0.170245048	0.12349696	0.212362676	0.178802636	0.143018498	0.167095761	0.163123798	0.174403043	0.181848599	0.173087785	0.158796796	0.138080546	0.079134	0.219051575	0.206682716	0.204428679	0.203671728	0.206172809	0.164710446	0.148826273	0.200789954	0.200767647	0.188265117	0.20098905	0.204681562
FB1140	0.201720877	0.1966701	0.202999222	0.177984219	0.174270398	0.159749674	0.188861364	0.165044225	0.149745536	0.201563809	0.198470631	0.084688907	0.124960094	0.101445683	0.098255499	0.089765829	0.14308543	0.138142037	0.112234673	0.181756844	0.164519765	0.05426044	0.131926363	0.049092833	0.187751684	0.133029211	0.174847322	0.162408623	0.168479574	0.177831957	0.176225157	0.144977555	0.194534987	0.145138618	0.077218036	0.203324431	0.132450003	0.144178472	0.163975756	0.195194122	0.186797563	0.186330173	0.156885146	0.174525716	0.163367812	0.177004121	0.188382793	0.222694159	0.147783211	0.142368722	0.108864582	0.136939501	0.066834556	0.120610329	0.122949476	0.112500475	0.13976232	0.155301658	0.150156457	0.180606647	0.162246136	0.183244749	0.185328216	0.058250668	0.145511761	0.144635575	0.100279379	0.162915745	0.140577895	0.125205062	0.173834479	0.146846264	0.21665244	0.260218219	0.1756571	0.200526354	0.209907141	0.190716929	0.182315562	0.206946176	0.157085696	0.163318586	0.178970811	0.171152919	0.17787606	0.166143549	0.186906439	0.16088123	0.193895292	0.154798853	0.186146874	0.183994494	0.147015614	0.19017296	0.175309527	0.169358677	0.176756882	0.199667448	0.18725759	0.186458034	0.207069726	0.214095769	0.196301919	0.137884359	1	0.205760529	0.206628609	0.209578064	0.214962477	0.211745453	0.210476851	0.205095862	0.201293806	0.19464631	0.136189974	0.100991806	0.111606997	0.084571245	0.20501776	0.135124135	0.193864472	0.137269125	0.201460711	0.133435509	0.156697946	0.087384208	0.148107543	0.14319987	0.209293179	0.184493451	0.145215835	0.188980622	0.168038734	0.168926645	0.165214094	0.176091885	0.185304707	0.18475499	0.196546748	0.161830931	0.164071955	0.130211473	0.198731617	0.109737742	0.138836824	0.181139172	0.139879189	0.159886897	0.143006724	0.144340031	0.13508569	0.129937849	0.13952219	0.202214657	0.208338402	0.209730827	0.209573766	0.211652265	0.206744802	0.105210224	0.200319292	0.048923518	0.153419871	0.14606947	0.15397625	0.176047058	0.204721134	0.119233445	0.155853592	0.128662591	0.151468079	0.19636356	0.176786253	0.119947232	0.195933146	0.206095036	0.173960122	0.213640643	0.204813368	0.174061617	0.202434624	0.192363066	0.210749624	0.203250848	0.214695864	0.20296193	0.100926949	0.207649877	0.145073519	0.126431583	0.215861406	0.21219941	0.207185563	0.207754591	0.202772239	0.184123368	0.208490359	0.209253941	0.162710182	0.189273421	0.192172569	0.193437185	0.197206639	0.1559427	0.156141517	0.181579696	0.184994181	0.13985024	0.178984555	0.170012182
FB1141	0.243699889	0.248693593	0.252141087	0.217760838	0.209670585	0.197762265	0.228560187	0.197627351	0.187959133	0.241015248	0.23305242	0.127294256	0.157821708	0.129691425	0.131498925	0.127604683	0.180277846	0.184036925	0.15162857	0.225124943	0.200059661	0.079106329	0.168935391	0.083211787	0.233538502	0.15576244	0.221329719	0.195358637	0.216805483	0.200169401	0.200939982	0.189211924	0.236179838	0.172528441	0.095161726	0.225296355	0.175465669	0.172430338	0.199693927	0.231784991	0.23667493	0.217299809	0.194163101	0.209659075	0.194561273	0.216333413	0.220280813	0.246087957	0.198464323	0.186501613	0.143089335	0.184155554	0.090534964	0.172317354	0.157919773	0.154691021	0.184780748	0.191490834	0.191955784	0.213171369	0.151625365	0.224768319	0.227059289	0.09547081	0.187915506	0.193869265	0.115708904	0.204430467	0.181598403	0.172306311	0.223450257	0.192063757	0.235781216	0.241674243	0.159060678	0.197459872	0.250308199	0.217180595	0.173796569	0.21286751	0.205578425	0.205873609	0.217602435	0.206405038	0.210868728	0.212552497	0.227233218	0.191769693	0.224901888	0.165987341	0.222612366	0.230963116	0.176875102	0.22281835	0.202673306	0.213245702	0.224337684	0.242251174	0.236221523	0.254047055	0.239552825	0.247496866	0.242771776	0.188648095	0.205760529	1	0.23807075	0.221660543	0.240247798	0.219349622	0.238193303	0.22271422	0.216646332	0.195719725	0.167501321	0.126294019	0.153497065	0.122154755	0.23364285	0.173816778	0.233813108	0.179618401	0.2366906	0.174543758	0.204870522	0.127808882	0.190901809	0.166917214	0.232964387	0.218987257	0.165072378	0.225094748	0.219527643	0.202323516	0.212442618	0.208544169	0.237963821	0.232774167	0.248863415	0.202751091	0.214581181	0.171458571	0.21196665	0.138586745	0.177021015	0.223812243	0.173296099	0.185722741	0.159207341	0.182117343	0.177936152	0.165189141	0.1825431	0.252584245	0.230621408	0.243865057	0.248879684	0.248232477	0.236976975	0.110224971	0.219208587	0.081999969	0.184529121	0.190696252	0.213443094	0.226415257	0.219359522	0.158798996	0.187019647	0.165681271	0.205457884	0.242973994	0.204354169	0.14476922	0.235603785	0.247219749	0.212296382	0.240510253	0.228148395	0.21752258	0.236372268	0.240166141	0.241394526	0.230387087	0.238220574	0.232054817	0.134174822	0.25115451	0.190950132	0.157408424	0.240285758	0.232996014	0.224034942	0.237655516	0.218800687	0.187784907	0.209900792	0.185443082	0.207160683	0.234557718	0.230405605	0.233643133	0.231095429	0.170911444	0.173171976	0.214024346	0.22564461	0.17140495	0.241307796	0.214276814
FB1142	0.22910259	0.227909853	0.23683076	0.198622844	0.198037945	0.183939385	0.221787594	0.184370296	0.173609119	0.2332116	0.219512078	0.108138701	0.152268505	0.114752932	0.122718355	0.182283509	0.160610549	0.160942994	0.140309462	0.206836227	0.187385243	0.074752474	0.161071936	0.063016721	0.209069312	0.156477655	0.206013767	0.180747245	0.191724769	0.197284681	0.197965098	0.172248001	0.221004842	0.160561842	0.080255816	0.224681381	0.159429016	0.159568405	0.186259385	0.222693078	0.231070873	0.210915465	0.187787404	0.201158945	0.194954547	0.20171891	0.202010738	0.230546777	0.182073919	0.176396261	0.133557301	0.164266966	0.089663472	0.153835518	0.142439617	0.134041993	0.174112424	0.185648618	0.16946303	0.204366023	0.167288354	0.206453558	0.217967064	0.077245546	0.175046598	0.178871165	0.101839925	0.192548506	0.168950535	0.163155109	0.203205955	0.177157724	0.24052663	0.232026363	0.158555531	0.199156905	0.235271338	0.195601979	0.175478637	0.215867445	0.186984152	0.192943684	0.20643663	0.195955602	0.207958668	0.192858733	0.205892763	0.17544717	0.210859194	0.169218109	0.208056572	0.220822195	0.168897983	0.215917565	0.199696648	0.205297948	0.218257235	0.222076123	0.211720991	0.211791993	0.23856052	0.244758815	0.229370897	0.167359306	0.206628609	0.23807075	1	0.229383589	0.232543987	0.217840271	0.23842404	0.22243859	0.2141393	0.20916521	0.153482169	0.105447725	0.139455359	0.102396416	0.215390496	0.160710655	0.220498096	0.153697363	0.232151613	0.149631897	0.192031825	0.111733023	0.166285141	0.160468281	0.214419011	0.21615569	0.166655188	0.221672081	0.198986322	0.194061685	0.190082381	0.201049766	0.226451172	0.221593115	0.232737096	0.188748635	0.194756056	0.165739214	0.218013065	0.133537164	0.168149509	0.207974057	0.162916331	0.16875888	0.148660207	0.171404097	0.160563178	0.15378959	0.168553863	0.262782392	0.230270672	0.239871386	0.238750939	0.232909062	0.224164381	0.0977063	0.212043307	0.060916144	0.176178386	0.17483267	0.188699714	0.215013966	0.216651865	0.142534246	0.176012244	0.157155487	0.189491537	0.22144698	0.192555642	0.136865648	0.228021891	0.219092322	0.206273924	0.220554755	0.219833511	0.203248129	0.222744463	0.219161739	0.225848585	0.231214032	0.241470008	0.215558266	0.126142152	0.242032759	0.177246332	0.142392724	0.238787788	0.233989525	0.229663689	0.229568317	0.200497006	0.181863484	0.210491498	0.203536821	0.197237659	0.212673047	0.216394146	0.213637431	0.216580524	0.161943292	0.161884139	0.207871266	0.217791611	0.157430721	0.208935772	0.193490555
FB1143	0.204434957	0.210317415	0.205798969	0.192094251	0.174420058	0.174862871	0.200218156	0.177138783	0.153283914	0.203846105	0.19817689	0.091837654	0.13894497	0.112366229	0.110279604	0.094084569	0.142787398	0.14494603	0.12179672	0.189645872	0.163351507	0.068625376	0.139476583	0.044423656	0.189936171	0.139635944	0.184689395	0.158654646	0.178067388	0.164035998	0.183004357	0.156501476	0.202832166	0.130741226	0.059611447	0.216402332	0.142060284	0.138645164	0.168129652	0.205621854	0.193273949	0.186828602	0.167872553	0.180057514	0.177602288	0.19204537	0.18784087	0.201173465	0.163414135	0.160566389	0.117325031	0.145254671	0.076012645	0.133597897	0.131134242	0.123671278	0.152890609	0.167046113	0.153559113	0.183411313	0.169309602	0.181692824	0.19323316	0.059232408	0.155433974	0.146861445	0.086952222	0.168588028	0.142107134	0.132172839	0.185851807	0.146119025	0.221271597	0.21407233	0.163036825	0.197901245	0.222523967	0.187587049	0.1829535	0.207515404	0.171956659	0.171534926	0.191062239	0.17567475	0.185614672	0.174567153	0.193246554	0.170330981	0.190464952	0.164781289	0.188674852	0.183022827	0.151189464	0.194367167	0.179535422	0.192797117	0.189493453	0.200986422	0.19006778	0.192745909	0.230309542	0.216560995	0.201097032	0.147953966	0.209578064	0.221660543	0.229383589	1	0.209580001	0.209896483	0.221303045	0.212919875	0.207561654	0.21300932	0.131760508	0.084137288	0.120487964	0.084006852	0.206378911	0.142255699	0.20690629	0.152382386	0.202852215	0.134870181	0.163891062	0.093276902	0.150625261	0.151380515	0.196320612	0.194123095	0.154621358	0.198316422	0.183708153	0.174905115	0.182612989	0.178741525	0.199549375	0.19372706	0.207110258	0.171423178	0.175372386	0.14050075	0.208809085	0.1050811	0.153355311	0.195175169	0.140864119	0.159863415	0.132890609	0.14721303	0.14510127	0.135568911	0.149469222	0.229101554	0.227016066	0.219415163	0.218094719	0.206531474	0.20306205	0.087825623	0.204603442	0.040252132	0.158720657	0.152610085	0.169384202	0.188029713	0.217387637	0.126808514	0.154085294	0.128164825	0.166377411	0.2026522	0.17405687	0.130089503	0.201846446	0.19996662	0.186125803	0.212307655	0.222597389	0.187874374	0.210049667	0.275972934	0.214774098	0.216015604	0.214647903	0.21171274	0.106717242	0.218152557	0.153799196	0.128916463	0.217063534	0.215589013	0.220599527	0.21578181	0.182946169	0.171170856	0.215190745	0.2100584	0.325531115	0.19562915	0.195332926	0.194680614	0.205379825	0.154173894	0.151904266	0.185298205	0.186440972	0.137572412	0.198017251	0.177525041
FB1144	0.237754603	0.232962214	0.23321924	0.270916139	0.208574913	0.195964108	0.223255413	0.205162428	0.178005337	0.249543571	0.227360742	0.110487104	0.154666024	0.12947701	0.124036702	0.121320101	0.170351881	0.182598284	0.149814391	0.223595885	0.198610857	0.074462441	0.163571705	0.079558454	0.222417884	0.153177622	0.219738061	0.190914051	0.206884262	0.208215772	0.20711196	0.181830353	0.229965638	0.166173064	0.095406741	0.230177956	0.172846567	0.171145819	0.189269905	0.228199368	0.240941889	0.215402327	0.200728508	0.211327796	0.193676129	0.22066064	0.216929306	0.243788675	0.193590128	0.177819863	0.134894951	0.178091912	0.08881152	0.154689178	0.149004894	0.143667409	0.169900026	0.178651044	0.192585579	0.222574911	0.155067969	0.210642846	0.221680064	0.093897435	0.177304402	0.192280662	0.117914609	0.198502209	0.180105807	0.157100979	0.210249592	0.182544058	0.23885673	0.245984282	0.167441529	0.20228561	0.24096094	0.203795907	0.16705291	0.212813586	0.193658308	0.195916261	0.215286049	0.200645551	0.212772184	0.198673503	0.216121579	0.176924154	0.223350365	0.169617505	0.220441972	0.223254807	0.174161292	0.229031929	0.206798983	0.217339658	0.219053599	0.232307831	0.223859327	0.223588638	0.233022748	0.238126375	0.244420192	0.18007766	0.214962477	0.240247798	0.232543987	0.209580001	1	0.215202773	0.233474027	0.218399835	0.201327279	0.203630568	0.168707031	0.119953926	0.151017758	0.121870959	0.219060556	0.168389913	0.235607893	0.169760082	0.231350993	0.163317655	0.209689559	0.12781095	0.176930687	0.163318479	0.220841906	0.21980382	0.155948699	0.222831966	0.20492299	0.208400202	0.203083535	0.207073224	0.233432241	0.218354587	0.237171661	0.206024754	0.196857369	0.172872845	0.20509851	0.134784582	0.176695793	0.215876176	0.165352591	0.18522289	0.15637895	0.179468073	0.162325853	0.160756731	0.180930707	0.24482541	0.235568636	0.239458815	0.250884852	0.235497442	0.232854923	0.127159391	0.223305662	0.077427272	0.1767103	0.176285843	0.191638209	0.213421159	0.225537527	0.148508405	0.191415812	0.168227494	0.189411228	0.237035746	0.209817866	0.153841178	0.240048577	0.234650004	0.218283995	0.232949816	0.223548513	0.20884888	0.231623464	0.225617841	0.222752318	0.226031338	0.238174024	0.236014138	0.127732753	0.239658121	0.183516909	0.154004519	0.237608813	0.216310894	0.218059381	0.239931139	0.212497709	0.196678892	0.216887476	0.191508699	0.201664464	0.229075575	0.224888024	0.226620283	0.22940782	0.18244663	0.161078418	0.226908616	0.222835883	0.168725307	0.218009738	0.214285159
