1	FB1104	FB1105	FB1106	FB1107	FB1100	FB1101	FB1102	FB1103	10630320	FB1108	FB1109	FB1225	FB1224	FB1227	FB1226	FB1221	FB1220	FB1223	FB1222	10630370	10630371	FB1229	FB1228	FB1086	FB0509	FB0521	10630384	FB0523	10630386	FB0525	FB0524	10630383	FB0526	FB0529	FB0528	FB1150	10630388	FB1057	FB1113	FB1112	FB1111	FB1110	FB1117	FB1116	FB1115	FB1114	FB1119	FB1118	FB1210	FB1211	FB1212	FB1213	FB1214	FB1215	FB1216	FB1217	FB1218	FB1219	FB1058	10630379	JH5008	FB0518	FB0519	FB0514	FB0515	FB0516	FB0517	FB0510	FB0511	FB0512	FB0513	FB1209	FB1208	FB1207	FB1206	FB1205	FB1204	FB1203	FB1202	FB1201	10630351	10630335	10630375	FB1052	FB1053	3	FB0508	FB1056	FB1051	FB1054	FB1055	FB0503	FB0502	FB0501	FB1059	FB0507	FB0506	FB0505	FB0504	10630344	FB1236	FB1237	FB1049	10630294	FB1140	FB1141	FB1142	FB1143	FB1144	FB1145	FB1146	FB1147	FB1148	FB1149	FB0520	FB1079	2	FB1078	FB1238	FB1074	FB1075	FB1076	FB1239	FB1070	FB1071	FB1072	FB1073	FB0522	FB1250	FB0527	FB1096	FB1097	FB1094	FB1095	FB1092	FB1093	FB1090	FB1091	FB1098	FB1099	FB1077	16	FB1128	FB1069	FB1068	FB1063	FB1062	FB1061	FB1060	FB1067	FB1066	FB1065	FB1064	FB1243	FB1242	FB1241	FB1240	FB1247	FB1246	FB1245	FB1244	10630312	10630314	FB1085	FB1084	FB1087	FB1129	FB1081	FB1080	FB1083	FB1082	FB1122	FB1123	FB1120	FB1121	FB1126	FB1088	FB1124	FB1125	FB1089	FB1127	FB0540	FB1139	FB1138	FB1234	FB1235	FB1232	FB1233	FB1230	FB1231	FB1131	FB1130	FB1133	FB1132	FB1135	FB1134	FB1137	FB1136	10630369	FB0532	FB0533	FB0530	FB0531	FB0536	FB0537	FB0534	FB0535	FB0538	FB0539	10630322
FB1217	0.183776551	0.184771296	0.187548938	0.184778502	0.181049483	0.182922992	0.193546546	0.181076047	0.183596874	0.18908254	0.179445463	0.215773123	0.211408504	0.204461422	0.217238157	0.160317401	0.176361348	0.221109382	0.225267803	0.173816883	0.158447495	0.21166935	0.20883134	0.064107628	0.193312177	0.10292965	0.186671894	0.130699213	0.180061018	0.1429497	0.154434925	0.165317815	0.168097365	0.102421908	0.029752697	0.131548686	0.155706781	0.113455015	0.174935391	0.177954054	0.18449124	0.177681773	0.172970209	0.185922934	0.167826454	0.187501557	0.187945606	0.188455942	0.216506766	0.2063517	0.197684419	0.205233868	0.22335045	0.20954603	0.219781139	1	0.214121041	0.219434574	0.133779092	0.170594344	0.07769737	0.151852839	0.165907813	0.105786185	0.159280153	0.162287037	0.055751485	0.192439425	0.134680121	0.130133188	0.185765792	0.155008726	0.151600535	0.143276464	0.06950028	0.101754073	0.166528586	0.092784479	0.078739912	0.118367302	0.172800501	0.176607255	0.19056276	0.147011349	0.163908838	0.161789558	0.192922341	0.146823707	0.174416062	0.128957902	0.160619276	0.185706894	0.148913491	0.19635523	0.156311027	0.18774289	0.191095975	0.184576676	0.182085956	0.181838585	0.159709304	0.169218385	0.165807264	0.141090879	0.112500475	0.154691021	0.134041993	0.123671278	0.143667409	0.12197215	0.146704437	0.114691018	0.115888217	0.093930357	0.105540203	0.090675326	0.104585789	0.095488166	0.135016146	0.159650243	0.170714476	0.145202164	0.152764692	0.136517643	0.174322126	0.116271887	0.16807125	0.102166071	0.157373495	0.157751994	0.159147768	0.182942189	0.184464975	0.173278614	0.179715745	0.179500924	0.178867318	0.182554441	0.188447718	0.158636138	0.162469524	0.174947026	0.104369999	0.108324982	0.170357083	0.177077963	0.135305489	0.131574895	0.126789533	0.162748052	0.161885282	0.158471695	0.161994548	0.173974614	0.153088831	0.170902547	0.174047696	0.156890307	0.139333419	0.023283658	0.132979582	0.071907753	0.184369407	0.156309904	0.168127325	0.169617943	0.115090431	0.141141252	0.169425021	0.137791901	0.166313889	0.188799773	0.114496333	0.14376826	0.191411953	0.133728633	0.180469586	0.138250901	0.117291794	0.182743428	0.146419003	0.175592274	0.140231726	0.132428677	0.160455524	0.151514995	0.223236538	0.173317543	0.201094943	0.21466944	0.142042562	0.130575554	0.124128432	0.162524087	0.115244346	0.090931823	0.110561259	0.061082372	0.162572411	0.164107597	0.170632354	0.164900609	0.176859261	0.132796377	0.151362898	0.160659714	0.170338933	0.124136924	0.164050012	0.171522989
FB1218	0.224295258	0.226679845	0.221302801	0.211282508	0.197947085	0.200750597	0.232719224	0.200332754	0.199145896	0.21214615	0.218846634	0.218028001	0.222355988	0.194100732	0.201418845	0.170369337	0.191319709	0.220742923	0.214727424	0.211326653	0.188249953	0.18125049	0.226052206	0.06492018	0.22530426	0.121738143	0.216745598	0.154946359	0.221644295	0.171476818	0.174757694	0.19350507	0.2027045	0.184793838	0.043750841	0.168645438	0.172380911	0.128115846	0.187239157	0.223869078	0.208177157	0.208321634	0.191627752	0.206761507	0.198838367	0.207122364	0.219490949	0.222103982	0.216341222	0.223107383	0.1853869	0.211097904	0.188537155	0.217027393	0.209492766	0.214121041	1	0.228435034	0.161298238	0.212716515	0.100740958	0.187914143	0.196578196	0.108578192	0.243995866	0.18460434	0.077589808	0.214175967	0.16725271	0.149222574	0.201572582	0.18794965	0.187818991	0.17300299	0.083549192	0.133074644	0.213088056	0.11620129	0.103141439	0.147564258	0.193041787	0.193713339	0.230218656	0.176994246	0.19260448	0.197036866	0.221428095	0.169099049	0.19717881	0.168684832	0.202767561	0.220012124	0.17183642	0.215072698	0.180773883	0.218199853	0.21021223	0.220632522	0.212266071	0.225027656	0.20337417	0.205118721	0.202330335	0.169251039	0.13976232	0.184780748	0.174112424	0.152890609	0.169900026	0.151202717	0.208293537	0.150831663	0.1465976	0.130885835	0.138361965	0.110297678	0.133534991	0.106466524	0.178301333	0.17172935	0.209539089	0.162013908	0.197480982	0.150341269	0.195151096	0.123263154	0.181316399	0.125145744	0.191214704	0.188600613	0.173255708	0.215203973	0.215165075	0.205893306	0.208436706	0.203477517	0.217570698	0.204753673	0.22020733	0.181604759	0.193998349	0.190190993	0.139723114	0.128456386	0.18045749	0.218432666	0.149952817	0.154346753	0.142328053	0.18004501	0.174026554	0.17790999	0.181064705	0.232828872	0.187423451	0.20118238	0.216855412	0.196438724	0.187562878	0.051282248	0.163836505	0.07744903	0.202634905	0.185636485	0.18664406	0.20688637	0.14946612	0.157000454	0.18911001	0.155207369	0.188562398	0.218328839	0.143831318	0.151972674	0.225989184	0.175382539	0.205140325	0.172668492	0.159520449	0.213039316	0.188683665	0.207203236	0.173908924	0.161327859	0.195033307	0.175974412	0.204143108	0.212082266	0.217188188	0.220723257	0.166080335	0.176001261	0.168459805	0.182858758	0.14428331	0.126787983	0.137549343	0.087902494	0.191115385	0.202875338	0.216594527	0.193611295	0.203401379	0.15494342	0.16345257	0.196255365	0.199736286	0.146450227	0.202600682	0.196767406
FB1219	0.22019607	0.23276193	0.216242067	0.205857702	0.21071578	0.20693205	0.221246396	0.201608514	0.191226106	0.239482285	0.229325323	0.196361714	0.21294571	0.198220345	0.202438536	0.162544119	0.187975037	0.221264539	0.223634037	0.211934944	0.191519575	0.184129846	0.224527594	0.074776537	0.223482655	0.133182938	0.212656984	0.166075163	0.221264389	0.180294058	0.187557474	0.188354595	0.217625968	0.130330866	0.051482304	0.192993545	0.18030178	0.139150332	0.193916708	0.229886293	0.21737309	0.221134159	0.197202117	0.221500116	0.199368137	0.214915297	0.220018281	0.23392763	0.222907986	0.221939361	0.195553369	0.219921905	0.187005117	0.214652885	0.218939826	0.219434574	0.228435034	1	0.163076333	0.216047217	0.111988518	0.196317951	0.198487058	0.112149675	0.180826995	0.193777389	0.08282293	0.223115801	0.168685815	0.15437489	0.218518363	0.183503536	0.197715821	0.188926118	0.092452884	0.131024554	0.212321214	0.123721479	0.105876779	0.153460646	0.202842243	0.205077309	0.224920032	0.182933054	0.194328244	0.203468778	0.225416488	0.167031612	0.20562808	0.152609308	0.206602532	0.223373381	0.183575514	0.228312637	0.184384771	0.224251788	0.215329749	0.232038268	0.222201678	0.217320967	0.213745058	0.218417186	0.198787011	0.170726098	0.155301658	0.191490834	0.185648618	0.167046113	0.178651044	0.159233729	0.177325199	0.15281948	0.150868518	0.132200097	0.133963878	0.121677915	0.143518452	0.115343421	0.184332477	0.187365577	0.2142554	0.169778199	0.200637138	0.166671987	0.1943289	0.124621065	0.191444949	0.123653507	0.200142671	0.195760534	0.185901393	0.221462587	0.221330189	0.214653577	0.208738332	0.202578577	0.221160297	0.217908887	0.228402029	0.191984988	0.201031158	0.188417682	0.14826048	0.135330822	0.190131084	0.209126165	0.15617238	0.159907728	0.144900476	0.192737798	0.178636173	0.184715191	0.183086679	0.222833271	0.188815026	0.20984073	0.223404844	0.203333768	0.178690966	0.054454053	0.176779048	0.083632936	0.202597952	0.192191515	0.233010637	0.213962866	0.155122337	0.15925084	0.191517171	0.163311576	0.201428939	0.230008295	0.16312522	0.162366252	0.222888658	0.185839216	0.207629808	0.184294669	0.157999586	0.211380472	0.192250847	0.207937291	0.176951496	0.174363943	0.196325972	0.18850285	0.209054737	0.214778577	0.216176436	0.221397862	0.181917847	0.181138378	0.166504008	0.202172398	0.172913097	0.133414765	0.148254287	0.099435055	0.196681205	0.209856958	0.223317661	0.198678504	0.212927369	0.158056361	0.167391395	0.195087457	0.202157374	0.146065603	0.209720315	0.211043127
FB1058	0.20504578	0.204353599	0.222439663	0.190235719	0.175070021	0.161851451	0.196959044	0.17238944	0.170799876	0.217876541	0.205944507	0.093464068	0.147223111	0.125923342	0.126867916	0.155393047	0.178264613	0.145702969	0.127539327	0.204385399	0.203718198	0.063560795	0.15353304	0.173390271	0.218199456	0.204868962	0.197925187	0.196085699	0.189786033	0.205212253	0.181135109	0.185606264	0.217451823	0.210847927	0.180797479	0.17509408	0.193743562	0.189036806	0.162958647	0.206273329	0.204640384	0.185207662	0.163390768	0.175386957	0.162839956	0.180427403	0.188285244	0.215827831	0.165601615	0.155232312	0.147537555	0.164626995	0.083729648	0.14139095	0.136891413	0.133779092	0.161298238	0.163076333	1	0.217488012	0.11139909	0.217214792	0.204954937	0.158061873	0.187795564	0.194312414	0.200291983	0.189853075	0.204251748	0.202152831	0.199410637	0.188519519	0.196851106	0.18403638	0.102716234	0.129087323	0.21109571	0.156875422	0.104717828	0.145353965	0.195722821	0.187742002	0.202716047	0.174962808	0.184643109	0.209225373	0.200822987	0.153485303	0.20441157	0.14572377	0.223326404	0.212408094	0.192508427	0.212009264	0.187981426	0.206604476	0.196955022	0.212804307	0.21446178	0.209934626	0.212864242	0.202492072	0.231095825	0.204697448	0.150156457	0.191955784	0.16946303	0.153559113	0.192585579	0.159454225	0.176757272	0.15005225	0.149754998	0.128237874	0.215929473	0.181091809	0.203670088	0.187315069	0.1705426	0.171919307	0.215939681	0.180520857	0.201068945	0.191074491	0.183438563	0.161481276	0.188871998	0.149037135	0.202990372	0.199151934	0.124313829	0.194300492	0.182421468	0.179340988	0.179971728	0.179102861	0.21375125	0.189674332	0.222555687	0.193836193	0.202572923	0.160188622	0.134535042	0.177886243	0.166330355	0.205407416	0.165722418	0.183545733	0.168721904	0.166044739	0.150221583	0.145726931	0.169116386	0.212838642	0.185829198	0.207646875	0.215279351	0.201403517	0.185285944	0.179434668	0.174532588	0.172781261	0.172499905	0.190793788	0.190889613	0.20673535	0.151843779	0.156523784	0.180014417	0.184337442	0.192407675	0.207322533	0.210447953	0.114743468	0.212248778	0.202683299	0.183965941	0.174404674	0.162895838	0.181331651	0.190353149	0.215918833	0.169700597	0.16891176	0.194637578	0.181215196	0.11770616	0.207024805	0.172456621	0.140630545	0.171910236	0.176007115	0.165579133	0.197258666	0.193289166	0.182010053	0.148247115	0.100987275	0.201561716	0.211264714	0.2103932	0.204349365	0.213712628	0.177898477	0.149731002	0.216093172	0.216147314	0.206867186	0.208016737	0.205879254
10630379	0.252227898	0.259463878	0.25719621	0.234673187	0.228802419	0.219632986	0.25677448	0.21881384	0.204883823	0.255738158	0.257636362	0.143799766	0.197588679	0.172120292	0.21334265	0.173164223	0.212761538	0.202148638	0.175692158	0.259685216	0.226398658	0.111278407	0.206457393	0.125855826	0.251702437	0.170812892	0.254339216	0.201036709	0.246019884	0.220841201	0.215551309	0.215716313	0.253108599	0.182386275	0.119875456	0.201850136	0.210418374	0.181601976	0.209825302	0.261831452	0.250196077	0.241824887	0.218390876	0.226445048	0.217701637	0.236163412	0.225121297	0.266960093	0.221032856	0.200969305	0.194486632	0.205611517	0.125518533	0.184423589	0.178499807	0.170594344	0.212716515	0.216047217	0.217488012	1	0.121137105	0.247977075	0.239340597	0.143377937	0.216114859	0.232356752	0.144049423	0.224209994	0.210598625	0.21001882	0.250248848	0.230855342	0.237174626	0.220802683	0.116231619	0.161756465	0.254319142	0.156140481	0.123331648	0.179006789	0.239216278	0.231865753	0.251374577	0.209283921	0.214569068	0.256928695	0.240728165	0.188441068	0.239035943	0.178589981	0.241531975	0.247511613	0.206208749	0.260162653	0.221681927	0.251488558	0.24289748	0.265195688	0.266800593	0.258232186	0.272208108	0.243926	0.247047374	0.209008602	0.180606647	0.213171369	0.204366023	0.183411313	0.222574911	0.200979057	0.216325305	0.183797483	0.188477857	0.165101847	0.189065944	0.16034224	0.193099092	0.16392368	0.216417695	0.204814385	0.253324141	0.204467675	0.241205062	0.200291568	0.235059422	0.163189998	0.222439556	0.163180093	0.237696879	0.236883759	0.165367561	0.242341281	0.224199499	0.221963036	0.236083051	0.218589487	0.254886877	0.245226385	0.275486165	0.220749241	0.237599952	0.198404903	0.176627889	0.183205866	0.217360528	0.244140983	0.177453706	0.20501921	0.187325275	0.199416976	0.178912609	0.184081941	0.216522021	0.274734486	0.234856344	0.251776766	0.260311387	0.242774318	0.218429204	0.111391495	0.203444543	0.130713673	0.208880841	0.224312122	0.219210989	0.248162852	0.191938956	0.183609457	0.230451139	0.201014099	0.237867028	0.262306004	0.197160427	0.158232742	0.264913535	0.235035245	0.223791419	0.216804694	0.203276844	0.22581836	0.246609955	0.249418399	0.210446637	0.20491883	0.23401185	0.211268326	0.160423083	0.267397337	0.218815087	0.194262102	0.216115143	0.218873231	0.201462881	0.236536332	0.196297201	0.176358886	0.18190855	0.123845992	0.232106847	0.252516207	0.257662345	0.233283342	0.256735241	0.188943625	0.184146689	0.244223904	0.24324103	0.200566293	0.249775722	0.248340656
JH5008	0.135305608	0.128178719	0.134954918	0.126765526	0.121016073	0.119235245	0.132051232	0.123488343	0.109595623	0.13512107	0.128818372	0.057646363	0.091295702	0.06938336	0.064217137	0.050516549	0.088838703	0.093917737	0.078342962	0.11826938	0.096229054	0.04891715	0.096842202	0.017621224	0.123703924	0.091537074	0.125888052	0.125190254	0.119449651	0.121078779	0.140476082	0.107452166	0.136142315	0.100090393	0.056140174	0.157482783	0.087462269	0.111293265	0.120184314	0.137670109	0.148111047	0.122875381	0.116884738	0.124347989	0.126212007	0.129775252	0.122578143	0.133641275	0.103758044	0.096507805	0.071203809	0.099519057	0.046534843	0.085833117	0.090791447	0.07769737	0.100740958	0.111988518	0.11139909	0.121137105	1	0.129271042	0.128264887	0.028442741	0.096919658	0.10429966	0.066265975	0.119601895	0.086911967	0.080456275	0.116564093	0.099897502	0.153718774	0.152857393	0.15554513	0.181637768	0.14703914	0.159874603	0.174302028	0.16077968	0.111754972	0.109957357	0.126609119	0.135194376	0.129518626	0.103948856	0.125840749	0.133546349	0.134529682	0.13240626	0.13805986	0.118873221	0.085701052	0.126010891	0.13719923	0.118955911	0.120639217	0.130241938	0.121372255	0.120812197	0.143794155	0.14979027	0.156906534	0.095554523	0.162246136	0.151625365	0.167288354	0.169309602	0.155067969	0.176823009	0.16002204	0.18057891	0.154881954	0.176090543	0.103253826	0.041171429	0.065764903	0.04257353	0.156555629	0.086520788	0.126330993	0.095061835	0.150396583	0.08487431	0.102774884	0.050499371	0.094418577	0.133585926	0.137653978	0.132617236	0.11796282	0.128968481	0.125831953	0.123534985	0.119025578	0.122441284	0.128187528	0.129882481	0.133451272	0.115562711	0.115425503	0.104151977	0.165108275	0.059145569	0.100801545	0.119176818	0.115924314	0.114958335	0.102334504	0.096111441	0.102168451	0.097199641	0.106851885	0.139273879	0.146511233	0.148424036	0.135773718	0.144898847	0.154559574	0.098156189	0.164928628	0.019203359	0.107933094	0.098381904	0.104980167	0.115096804	0.175873302	0.084415251	0.105448441	0.077714676	0.104618643	0.132460965	0.124495479	0.082765821	0.13597257	0.14327102	0.122569983	0.156629776	0.171707117	0.121293671	0.151920521	0.129266963	0.169324885	0.161882265	0.15707637	0.152425287	0.068678466	0.143076516	0.096518605	0.083183097	0.167337333	0.162583684	0.169964935	0.148630832	0.140349176	0.141399353	0.172990851	0.189665873	0.103551674	0.137345564	0.132270789	0.143765632	0.126956744	0.124631744	0.119208173	0.12366211	0.127296453	0.098279086	0.130991926	0.112992296
FB0518	0.248317212	0.248124579	0.247765018	0.214236685	0.211901818	0.203792041	0.230548409	0.206646632	0.195158222	0.248479381	0.244695332	0.12100093	0.177614218	0.142360284	0.149299506	0.153901979	0.187388214	0.179551654	0.153948165	0.235879477	0.220383739	0.089953063	0.184214525	0.113051652	0.245964702	0.184138609	0.226599539	0.19792293	0.223531819	0.223431385	0.216124914	0.201041192	0.245819675	0.190222758	0.125992971	0.208251167	0.197993461	0.174884782	0.196994119	0.247156179	0.237198289	0.236025087	0.198379379	0.214962924	0.200235098	0.21969613	0.2187832	0.257593352	0.198509057	0.192773515	0.160021091	0.192285062	0.116677361	0.165619489	0.164573694	0.151852839	0.187914143	0.196317951	0.217214792	0.247977075	0.129271042	1	0.226832047	0.127105852	0.201935029	0.201315554	0.154750238	0.22122182	0.199473126	0.186480743	0.248009226	0.209043338	0.229570264	0.220055121	0.125910479	0.165420554	0.254110387	0.16699927	0.132855386	0.179575444	0.22126469	0.216540272	0.240833942	0.203354845	0.214322894	0.218631644	0.229361009	0.175721077	0.223510481	0.158881285	0.229742075	0.235368703	0.198015204	0.234530452	0.20955781	0.233763827	0.233353239	0.251491706	0.257802304	0.260505026	0.241618608	0.244755654	0.243826202	0.205487578	0.183244749	0.224768319	0.206453558	0.181692824	0.210642846	0.190814832	0.214142014	0.178170457	0.187807086	0.164335803	0.19871369	0.154747194	0.186551112	0.160083551	0.213789425	0.200639905	0.248228239	0.194271798	0.234599825	0.18219308	0.211198306	0.147720773	0.195025719	0.162490449	0.233671638	0.232039302	0.157271261	0.24006013	0.219163309	0.211780375	0.215176021	0.2152448	0.245079194	0.229264206	0.249440532	0.207020052	0.226979463	0.182105217	0.170398605	0.16306263	0.186217293	0.234479732	0.178313618	0.202532115	0.178448952	0.190288212	0.176516298	0.175702826	0.188425957	0.244952725	0.222453973	0.245334036	0.251351627	0.234527971	0.213666684	0.135587655	0.201012215	0.119356328	0.198244151	0.208604944	0.206731948	0.222429823	0.185403365	0.172419811	0.201931755	0.185640718	0.209909444	0.249244348	0.215125642	0.142005878	0.249965567	0.22973226	0.217718254	0.212868052	0.196368523	0.218222269	0.224789686	0.244356819	0.211342802	0.203548807	0.234329082	0.204343378	0.138881307	0.250222429	0.200831179	0.171164776	0.211226986	0.207840553	0.19756235	0.225695135	0.206714509	0.180261277	0.182021344	0.12770423	0.215340374	0.248174412	0.241254866	0.237026944	0.248020388	0.190964265	0.175767448	0.234970882	0.236188381	0.197887932	0.230017147	0.229555903
FB0519	0.247415975	0.244995888	0.25792433	0.224935935	0.21978457	0.206109522	0.229035605	0.219922587	0.203092162	0.256470289	0.243988944	0.135488447	0.180415884	0.154869268	0.144634495	0.159970093	0.195288839	0.18138016	0.165169821	0.231617801	0.21958181	0.108837264	0.18123166	0.10795982	0.239383616	0.181043151	0.233560147	0.205162142	0.222610748	0.222551209	0.209112401	0.200380678	0.250244663	0.182029788	0.112777586	0.210678119	0.18641087	0.188407123	0.194362101	0.24240701	0.244804619	0.221821718	0.207160569	0.221309596	0.209998683	0.225182936	0.232655314	0.256270581	0.213999531	0.198391827	0.156935626	0.196841887	0.118348613	0.175181687	0.16506761	0.165907813	0.196578196	0.198487058	0.204954937	0.239340597	0.128264887	0.226832047	1	0.120073878	0.199933505	0.20041862	0.138145279	0.247674253	0.205733872	0.176591857	0.22313453	0.208560673	0.223643266	0.220173551	0.12820604	0.168413915	0.251533484	0.167177857	0.134243433	0.184615434	0.219519133	0.223289029	0.241126806	0.21228498	0.222325404	0.222617724	0.235412018	0.237329632	0.237257901	0.173625145	0.230179551	0.242183285	0.195584263	0.235020263	0.225369032	0.238540024	0.23006099	0.246657343	0.239008007	0.242289828	0.243367128	0.242549828	0.23947111	0.192839404	0.185328216	0.227059289	0.217967064	0.19323316	0.221680064	0.18664269	0.211187114	0.18794489	0.189563718	0.163359274	0.179349874	0.143508975	0.174179091	0.144478033	0.211522009	0.194549546	0.240677915	0.194417584	0.230393557	0.189514483	0.2220686	0.145519708	0.205906349	0.169633844	0.234337349	0.227526153	0.16680834	0.239998216	0.223124407	0.215955799	0.207269506	0.224373194	0.243778702	0.234151603	0.259793493	0.211105136	0.225526489	0.193212962	0.241733351	0.163409869	0.1889419	0.235222047	0.181124649	0.201799291	0.176711855	0.197723915	0.183033579	0.182320268	0.1910148	0.253617274	0.217344223	0.237484336	0.260075552	0.237751757	0.213977532	0.119820487	0.20406801	0.106806471	0.197830565	0.229989296	0.212278535	0.234297362	0.19414518	0.174148148	0.206362805	0.18765888	0.266951365	0.241475086	0.201349017	0.154671947	0.255467874	0.220787942	0.23522634	0.211439602	0.195364244	0.221286808	0.222708132	0.243696671	0.195442529	0.214021983	0.226868112	0.211601681	0.139860901	0.244382608	0.202677714	0.175744259	0.217396598	0.227418718	0.204119497	0.229282944	0.201970911	0.177249722	0.176675818	0.142895228	0.251429026	0.242993345	0.241039865	0.225228982	0.242181905	0.18975734	0.186564633	0.23342579	0.244666651	0.188642133	0.252762043	0.231082621
FB0514	0.113298626	0.124068015	0.114125709	0.102812215	0.098359393	0.096246921	0.109904283	0.09296064	0.112452436	0.1242013	0.115604626	0.098185964	0.113483298	0.130311451	0.129217518	0.197976965	0.160572066	0.110664121	0.110315696	0.138810987	0.152444127	0.075327306	0.109996355	0.246514025	0.121462172	0.150579557	0.119065739	0.122683484	0.118033611	0.132602101	0.103392002	0.138323598	0.125825996	0.152851761	0.200608429	0.07819025	0.171656705	0.129833676	0.085451685	0.110927416	0.114513599	0.101797486	0.089946601	0.097697793	0.087838745	0.096556092	0.108282894	0.131276463	0.110566252	0.116159192	0.150631616	0.114258857	0.103289407	0.116339487	0.100208759	0.105786185	0.108578192	0.112149675	0.158061873	0.143377937	0.028442741	0.127105852	0.120073878	1	0.160865786	0.156842209	0.202136792	0.117829077	0.186213112	0.195678365	0.139888492	0.171810862	0.096389378	0.08984888	0.027940014	0.049693113	0.12361246	0.075064878	0.00693171	0.056927792	0.146083538	0.144120209	0.124662876	0.092027929	0.100657313	0.15500711	0.124338768	0.079835907	0.119457953	0.066755169	0.115455703	0.138995154	0.177616179	0.13594525	0.102402419	0.13144156	0.122683044	0.133957787	0.140375022	0.123319226	0.116022042	0.106629213	0.131496633	0.173981369	0.058250668	0.09547081	0.077245546	0.059232408	0.093897435	0.058727837	0.080012164	0.05701133	0.054375272	0.041681329	0.164593546	0.22268859	0.199217919	0.217174247	0.078191036	0.153999852	0.128012984	0.146523212	0.105012584	0.176284017	0.143698263	0.204729662	0.156872742	0.078057777	0.111358522	0.117669384	0.051501907	0.112995605	0.103828758	0.105917274	0.096842442	0.096633627	0.127063101	0.112055775	0.132890244	0.128680937	0.146372668	0.112953398	0.052108457	0.195789694	0.121388518	0.132289808	0.113356395	0.12427791	0.139708067	0.13373762	0.102740174	0.113672789	0.120104028	0.121465922	0.103341257	0.105983171	0.118724579	0.105977328	0.090788379	0.162143515	0.081903698	0.249453048	0.104731883	0.156472501	0.146591937	0.136653746	0.062701366	0.147279769	0.136395951	0.176510558	0.147616503	0.121519162	0.124439965	0.082816692	0.122884284	0.10909522	0.098534775	0.077145985	0.060461247	0.09717963	0.100965944	0.12610422	0.075150982	0.07172732	0.100224463	0.079712088	0.098882351	0.115211176	0.13932089	0.105218202	0.080144761	0.077986336	0.071339374	0.09176069	0.099931651	0.101385255	0.059292594	-0.005478831	0.155900665	0.122802993	0.11965095	0.113275063	0.126846983	0.114452481	0.084364929	0.131672542	0.130963758	0.157551335	0.123618916	0.151856088
FB0515	0.209925899	0.213114139	0.21478495	0.192806828	0.186510763	0.172190973	0.196060771	0.176580143	0.173217662	0.213655558	0.211495398	0.13289034	0.161928078	0.15658083	0.152623676	0.17999367	0.185518354	0.17068743	0.154576206	0.219516556	0.211637839	0.106490155	0.174415181	0.155057562	0.206106738	0.165637355	0.205912672	0.180259653	0.20019896	0.186604123	0.179712128	0.190302116	0.209267898	0.179452921	0.143704076	0.165568279	0.196327224	0.167755087	0.170652351	0.202180018	0.20594624	0.19709384	0.179672096	0.18224076	0.175739271	0.195211536	0.202313323	0.22535363	0.186843089	0.171754733	0.170362539	0.178050677	0.125551801	0.161106242	0.15604847	0.159280153	0.243995866	0.180826995	0.187795564	0.216114859	0.096919658	0.201935029	0.199933505	0.160865786	1	0.205385551	0.15965542	0.19727782	0.204879799	0.202479381	0.207785354	0.207159676	0.188645624	0.17967152	0.090224019	0.130765061	0.209384696	0.137762302	0.090295893	0.140799853	0.208277687	0.204592702	0.233186461	0.176290941	0.18947435	0.204995435	0.210457613	0.161754563	0.201468292	0.161241648	0.195357622	0.213734335	0.194483412	0.206700881	0.180199406	0.209271955	0.201163061	0.21799338	0.210667293	0.211387051	0.194479655	0.208955851	0.206465866	0.201691773	0.145511761	0.187915506	0.175046598	0.155433974	0.177304402	0.142582531	0.224708125	0.140989604	0.146711546	0.124062387	0.178072726	0.180804772	0.194108628	0.182191033	0.172242688	0.182098807	0.220398705	0.190254038	0.196014473	0.195479368	0.201040682	0.170473263	0.198620482	0.135563912	0.200255761	0.194406773	0.141431069	0.207801467	0.201284342	0.183113478	0.189197728	0.182655244	0.214006331	0.198804817	0.219972511	0.194496783	0.198602088	0.174778891	0.130111888	0.184022823	0.175825335	0.216667934	0.162672994	0.181195323	0.161299251	0.185706129	0.161032999	0.169334694	0.177838488	0.213665727	0.194891676	0.206349621	0.224588291	0.195242982	0.183534677	0.127225131	0.156269657	0.15574649	0.186238317	0.19728788	0.205387381	0.21184673	0.149415963	0.174961023	0.187430681	0.183731876	0.205132939	0.216914454	0.168321078	0.128436577	0.220379098	0.182243866	0.188565248	0.166612351	0.150983695	0.197540517	0.188977497	0.208117301	0.168819753	0.15877424	0.192397172	0.168539947	0.13939826	0.208231051	0.191048647	0.157807062	0.171444446	0.1765698	0.159280651	0.183344732	0.164009089	0.146361784	0.134777066	0.087113223	0.216408295	0.202682662	0.214769565	0.183549657	0.206553343	0.167157396	0.16014116	0.199008855	0.205122952	0.175678989	0.209746047	0.201115257
